TANGGAL;ISSUE;TEKNISI;ACTION_PLAN;SPARE_PART;DURATION_MINUTES
03/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;SAMSUL;PERBAIKAN PNEUMATIC FRAME LOCK;YA;11
05/08/2025;FEEDER ELEKTRIK;"FIKRI
PEPEN
BENJHONSON";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;20
17/02/2025;PHOTOCELL SENSOR ERROR;MAULANA;PERBAIKAN PNEUMATIC FRAME LOCK;YA;17
20/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"JOKO
AGUS
INDARYONO";GANTI BEARING IMPRESSION ROLL;YA;15
03/09/2024;GEAR BOX FEEDER PROBLEM;"BUDI
JOKO";PERBAIKAN WIRING FEEDER;TIDAK;11
03/01/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;MAULANA;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;26
21/03/2025;PRINTING BOTAK;FIKRI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;75
04/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"ALIF
RIZKI
FIKRI";PERBAIKAN WIRING FEEDER;TIDAK;22
06/06/2025;PRINTING BOTAK;SAMSUL;CLEANING & ADJUSTMENT PREFEEDER;YA;44
27/11/2024;FEEDER ELEKTRIK;"SAMSUL
JOKO
ACA";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;7
24/09/2024;PREFEEDER FLEXO 4 ABNORMAL;JOKO;GANTI OIL GEAR BOX;YA;23
05/09/2024;GEAR BOX FEEDER PROBLEM;RIZKI;GANTI BEARING IMPRESSION ROLL;TIDAK;8
25/05/2025;PREFEEDER FLEXO 4 ABNORMAL;ACA;ADJUSTMENT PRINTING PRESSURE;TIDAK;6
13/09/2024;GEAR BOX FEEDER PROBLEM;"PEPEN
INDARYONO";ADJUSTMENT PRINTING PRESSURE;YA;11
17/10/2024;PHOTOCELL SENSOR ERROR;PEPEN;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;52
04/09/2024;PREFEEDER FLEXO 4 ABNORMAL;JOKO;GANTI OIL GEAR BOX;YA;43
21/10/2024;GEAR BOX FEEDER PROBLEM;"DEDI
AGUS";CLEANING & ADJUSTMENT PREFEEDER;YA;24
28/02/2025;FEEDER ELEKTRIK;BUDI;PERBAIKAN WIRING FEEDER;TIDAK;6
06/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ALIF
SAMSUL
MAULANA";ADJUSTMENT PRINTING PRESSURE;YA;17
28/10/2024;FEEDER ELEKTRIK;"BENJHONSON
BUDI";GANTI BEARING IMPRESSION ROLL;TIDAK;25
09/06/2025;FEEDER ELEKTRIK;DEDI;PERBAIKAN WIRING FEEDER;TIDAK;23
19/06/2025;GEAR BOX FEEDER PROBLEM;"DEDI
RIZKI";CLEANING & ADJUSTMENT PREFEEDER;YA;5
15/03/2025;FEEDER ELEKTRIK;"INDARYONO
DEDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;10
31/12/2024;PRINTING BOTAK;"FIKRI
DEDI";PERBAIKAN WIRING FEEDER;YA;19
05/10/2024;FEEDER ELEKTRIK;"SAMSUL
PEPEN";PERBAIKAN WIRING FEEDER;TIDAK;31
04/05/2025;PREFEEDER FLEXO 4 ABNORMAL;"ACA
ALIF";GANTI BEARING IMPRESSION ROLL;YA;5
03/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"PEPEN
FIKRI";GANTI OIL GEAR BOX;TIDAK;18
23/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;PERBAIKAN WIRING FEEDER;YA;22
12/07/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"PEPEN
AGUS";CLEANING & ADJUSTMENT PREFEEDER;YA;39
06/08/2025;PREFEEDER FLEXO 4 ABNORMAL;ACA;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;35
21/01/2025;PRINTING BOTAK;AGUS;CLEANING & ADJUSTMENT PREFEEDER;YA;32
19/09/2025;PHOTOCELL SENSOR ERROR;"DEDI
MAULANA";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;11
04/03/2025;FEEDER ELEKTRIK;"DEDI
BENJHONSON";GANTI OIL GEAR BOX;YA;5
11/08/2025;PREFEEDER FLEXO 4 ABNORMAL;"AGUS
DEDI
INDARYONO";CLEANING & ADJUSTMENT PREFEEDER;YA;15
22/07/2025;PREFEEDER FLEXO 4 ABNORMAL;ACA;GANTI OIL GEAR BOX;YA;45
22/12/2024;PHOTOCELL SENSOR ERROR;PEPEN;GANTI OIL GEAR BOX;TIDAK;61
13/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;DEDI;PERBAIKAN PNEUMATIC FRAME LOCK;YA;35
10/03/2025;GEAR BOX FEEDER PROBLEM;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;28
18/10/2024;PRINTING BOTAK;INDARYONO;ADJUSTMENT PRINTING PRESSURE;TIDAK;27
22/03/2025;PREFEEDER FLEXO 4 ABNORMAL;AGUS;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;13
02/09/2025;PHOTOCELL SENSOR ERROR;"BENJHONSON
RIZKI";ADJUSTMENT PRINTING PRESSURE;TIDAK;18
02/03/2025;PRINTING BOTAK;"MAULANA
SAMSUL";PERBAIKAN WIRING FEEDER;YA;76
07/11/2024;PHOTOCELL SENSOR ERROR;AGUS;PERBAIKAN PNEUMATIC FRAME LOCK;YA;9
04/07/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"AGUS
FIKRI";GANTI OIL GEAR BOX;YA;73
29/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"SAMSUL
INDARYONO";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;15
19/09/2025;FEEDER ELEKTRIK;MAULANA;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;58
05/01/2025;PHOTOCELL SENSOR ERROR;"BUDI
ACA
MAULANA";PERBAIKAN WIRING FEEDER;TIDAK;6
20/03/2025;PREFEEDER FLEXO 4 ABNORMAL;SAMSUL;PERBAIKAN PNEUMATIC FRAME LOCK;YA;32
31/10/2024;PRINTING BOTAK;"INDARYONO
BUDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;11
27/03/2025;FEEDER ELEKTRIK;JOKO;ADJUSTMENT PRINTING PRESSURE;TIDAK;6
21/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BENJHONSON
DEDI";ADJUSTMENT PRINTING PRESSURE;YA;24
14/10/2024;FEEDER ELEKTRIK;"FIKRI
JOKO";GANTI BEARING IMPRESSION ROLL;TIDAK;45
01/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"ACA
FIKRI";GANTI BEARING IMPRESSION ROLL;YA;10
14/04/2025;PRINTING BOTAK;"BENJHONSON
AGUS";GANTI BEARING IMPRESSION ROLL;TIDAK;6
30/09/2025;PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
SAMSUL
JOKO";GANTI BEARING IMPRESSION ROLL;YA;19
02/02/2025;GEAR BOX FEEDER PROBLEM;"JOKO
PEPEN";ADJUSTMENT PRINTING PRESSURE;YA;19
06/11/2024;PHOTOCELL SENSOR ERROR;JOKO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;31
31/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;GANTI BEARING IMPRESSION ROLL;YA;43
30/03/2025;GEAR BOX FEEDER PROBLEM;DEDI;GANTI BEARING IMPRESSION ROLL;TIDAK;19
23/08/2025;IMPRESSION FEED ROLL F4 ABNORMAL;AGUS;CLEANING & ADJUSTMENT PREFEEDER;YA;88
14/08/2025;FEEDER ELEKTRIK;"AGUS
INDARYONO";PERBAIKAN WIRING FEEDER;TIDAK;24
02/07/2025;GEAR BOX FEEDER PROBLEM;"MAULANA
DEDI";PERBAIKAN WIRING FEEDER;TIDAK;15
15/11/2024;GEAR BOX FEEDER PROBLEM;DEDI;GANTI BEARING IMPRESSION ROLL;YA;6
03/08/2025;FEEDER ELEKTRIK;"AGUS
JOKO";GANTI BEARING IMPRESSION ROLL;YA;16
12/12/2024;FEEDER ELEKTRIK;FIKRI;CLEANING & ADJUSTMENT PREFEEDER;YA;15
04/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"PEPEN
ALIF";GANTI OIL GEAR BOX;YA;43
06/03/2025;FEEDER ELEKTRIK;BENJHONSON;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;29
13/12/2024;PHOTOCELL SENSOR ERROR;FIKRI;GANTI OIL GEAR BOX;YA;8
10/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ALIF
AGUS
BUDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;23
15/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"ACA
ALIF
RIZKI";GANTI OIL GEAR BOX;TIDAK;34
20/08/2025;FEEDER ELEKTRIK;"ACA
RIZKI
ALIF";ADJUSTMENT PRINTING PRESSURE;TIDAK;68
28/06/2025;GEAR BOX FEEDER PROBLEM;"FIKRI
ACA
AGUS";GANTI BEARING IMPRESSION ROLL;YA;41
04/03/2025;PREFEEDER FLEXO 4 ABNORMAL;"ALIF
SAMSUL";ADJUSTMENT PRINTING PRESSURE;TIDAK;37
21/03/2025;PRINTING BOTAK;"SAMSUL
BUDI
JOKO";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;21
16/12/2024;IMPRESSION FEED ROLL F4 ABNORMAL;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;27
25/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;BUDI;GANTI OIL GEAR BOX;YA;54
21/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"ACA
BUDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;7
04/12/2024;PHOTOCELL SENSOR ERROR;"SAMSUL
PEPEN";GANTI BEARING IMPRESSION ROLL;TIDAK;15
22/06/2025;PRINTING BOTAK;"ACA
RIZKI";CLEANING & ADJUSTMENT PREFEEDER;YA;11
01/01/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
PEPEN";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;27
03/09/2025;FEEDER ELEKTRIK;ACA;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;54
02/11/2024;PHOTOCELL SENSOR ERROR;INDARYONO;GANTI OIL GEAR BOX;TIDAK;12
31/07/2025;FEEDER ELEKTRIK;"BENJHONSON
FIKRI";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;5
30/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;ACA;CLEANING & ADJUSTMENT PREFEEDER;YA;14
20/04/2025;FEEDER ELEKTRIK;"BENJHONSON
AGUS";ADJUSTMENT PRINTING PRESSURE;YA;42
24/10/2024;GEAR BOX FEEDER PROBLEM;INDARYONO;PERBAIKAN WIRING FEEDER;YA;31
12/05/2025;FEEDER ELEKTRIK;PEPEN;CLEANING & ADJUSTMENT PREFEEDER;YA;28
11/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"BUDI
RIZKI
MAULANA";PERBAIKAN WIRING FEEDER;TIDAK;16
10/02/2025;PREFEEDER FLEXO 4 ABNORMAL;ALIF;GANTI OIL GEAR BOX;TIDAK;7
14/09/2025;PREFEEDER FLEXO 4 ABNORMAL;"BUDI
RIZKI";GANTI BEARING IMPRESSION ROLL;TIDAK;30
15/08/2025;GEAR BOX FEEDER PROBLEM;"RIZKI
INDARYONO
MAULANA";ADJUSTMENT PRINTING PRESSURE;YA;10
27/07/2025;PREFEEDER FLEXO 4 ABNORMAL;"AGUS
INDARYONO
BUDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;115
15/09/2025;PHOTOCELL SENSOR ERROR;BENJHONSON;ADJUSTMENT PRINTING PRESSURE;TIDAK;32
20/04/2025;PREFEEDER FLEXO 4 ABNORMAL;"JOKO
FIKRI";GANTI OIL GEAR BOX;TIDAK;13
28/03/2025;PREFEEDER FLEXO 4 ABNORMAL;RIZKI;PERBAIKAN PNEUMATIC FRAME LOCK;YA;12
21/01/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"INDARYONO
AGUS
ALIF";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;19
02/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;GANTI BEARING IMPRESSION ROLL;TIDAK;17
04/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;49
16/08/2025;PREFEEDER FLEXO 4 ABNORMAL;"PEPEN
MAULANA
ACA";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;23
26/04/2025;GEAR BOX FEEDER PROBLEM;MAULANA;ADJUSTMENT PRINTING PRESSURE;YA;11
07/07/2025;IMPRESSION FEED ROLL F4 ABNORMAL;SAMSUL;GANTI OIL GEAR BOX;YA;91
29/09/2025;PREFEEDER FLEXO 4 ABNORMAL;"BUDI
AGUS";GANTI OIL GEAR BOX;YA;21
12/05/2025;PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;PERBAIKAN PNEUMATIC FRAME LOCK;YA;37
13/03/2025;FEEDER ELEKTRIK;ALIF;GANTI OIL GEAR BOX;YA;12
24/05/2025;PHOTOCELL SENSOR ERROR;"PEPEN
DEDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;27
28/07/2025;PREFEEDER FLEXO 4 ABNORMAL;"DEDI
AGUS";ADJUSTMENT PRINTING PRESSURE;YA;26
24/02/2025;PREFEEDER FLEXO 4 ABNORMAL;"ALIF
SAMSUL
FIKRI";GANTI OIL GEAR BOX;YA;5
30/12/2024;PREFEEDER FLEXO 4 ABNORMAL;PEPEN;GANTI OIL GEAR BOX;TIDAK;100
26/12/2024;GEAR BOX FEEDER PROBLEM;"BENJHONSON
BUDI";PERBAIKAN WIRING FEEDER;TIDAK;56
29/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;ADJUSTMENT PRINTING PRESSURE;YA;15
01/03/2025;PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;ADJUSTMENT PRINTING PRESSURE;TIDAK;8
15/10/2024;FEEDER ELEKTRIK;INDARYONO;ADJUSTMENT PRINTING PRESSURE;TIDAK;26
17/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RIZKI
INDARYONO";PERBAIKAN WIRING FEEDER;YA;21
19/03/2025;FEEDER ELEKTRIK;"FIKRI
MAULANA";PERBAIKAN WIRING FEEDER;YA;27
12/12/2024;PRINTING BOTAK;MAULANA;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;23
03/11/2024;PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
ALIF";GANTI OIL GEAR BOX;TIDAK;30
23/12/2024;FEEDER ELEKTRIK;"BUDI
AGUS
PEPEN";GANTI OIL GEAR BOX;YA;64
11/05/2025;GEAR BOX FEEDER PROBLEM;"JOKO
DEDI
ACA";PERBAIKAN WIRING FEEDER;TIDAK;32
26/03/2025;PRINTING BOTAK;ALIF;ADJUSTMENT PRINTING PRESSURE;TIDAK;9
07/11/2024;PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;GANTI OIL GEAR BOX;YA;59
12/11/2024;PREFEEDER FLEXO 4 ABNORMAL;"BUDI
INDARYONO
AGUS";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;74
28/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;ALIF;PERBAIKAN WIRING FEEDER;TIDAK;249
18/11/2024;GEAR BOX FEEDER PROBLEM;"AGUS
FIKRI
PEPEN";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;8
27/03/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"PEPEN
SAMSUL";GANTI BEARING IMPRESSION ROLL;YA;24
10/03/2025;GEAR BOX FEEDER PROBLEM;JOKO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;5
04/01/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
BUDI
INDARYONO";GANTI BEARING IMPRESSION ROLL;TIDAK;31
17/08/2025;PHOTOCELL SENSOR ERROR;"ACA
MAULANA";CLEANING & ADJUSTMENT PREFEEDER;YA;13
07/05/2025;GEAR BOX FEEDER PROBLEM;BENJHONSON;PERBAIKAN WIRING FEEDER;TIDAK;93
02/11/2024;GEAR BOX FEEDER PROBLEM;"ALIF
PEPEN";PERBAIKAN PNEUMATIC FRAME LOCK;YA;11
22/12/2024;PHOTOCELL SENSOR ERROR;"PEPEN
JOKO";GANTI OIL GEAR BOX;YA;5
19/05/2025;PHOTOCELL SENSOR ERROR;AGUS;ADJUSTMENT PRINTING PRESSURE;YA;14
20/06/2025;PHOTOCELL SENSOR ERROR;"RIZKI
AGUS
ALIF";ADJUSTMENT PRINTING PRESSURE;YA;5
08/02/2025;GEAR BOX FEEDER PROBLEM;FIKRI;ADJUSTMENT PRINTING PRESSURE;YA;36
05/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;SAMSUL;PERBAIKAN PNEUMATIC FRAME LOCK;YA;5
18/07/2025;GEAR BOX FEEDER PROBLEM;ALIF;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;20
04/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;MAULANA;PERBAIKAN WIRING FEEDER;TIDAK;5
16/02/2025;PRINTING BOTAK;INDARYONO;PERBAIKAN WIRING FEEDER;YA;15
23/06/2025;GEAR BOX FEEDER PROBLEM;"SAMSUL
BENJHONSON";PERBAIKAN WIRING FEEDER;TIDAK;74
19/04/2025;FEEDER ELEKTRIK;"ALIF
PEPEN";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;27
01/09/2024;PHOTOCELL SENSOR ERROR;INDARYONO;GANTI BEARING IMPRESSION ROLL;YA;10
11/04/2025;PREFEEDER FLEXO 4 ABNORMAL;"INDARYONO
MAULANA
SAMSUL";GANTI OIL GEAR BOX;TIDAK;20
20/10/2024;PREFEEDER FLEXO 4 ABNORMAL;"AGUS
MAULANA
PEPEN";GANTI BEARING IMPRESSION ROLL;YA;20
13/12/2024;FEEDER ELEKTRIK;FIKRI;GANTI OIL GEAR BOX;TIDAK;29
15/07/2025;PRINTING BOTAK;"BUDI
SAMSUL";GANTI OIL GEAR BOX;TIDAK;7
27/03/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BUDI
RIZKI";CLEANING & ADJUSTMENT PREFEEDER;YA;32
24/11/2024;PRINTING BOTAK;"RIZKI
BENJHONSON";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;5
30/09/2025;PREFEEDER FLEXO 4 ABNORMAL;RIZKI;GANTI OIL GEAR BOX;TIDAK;12
12/08/2025;PHOTOCELL SENSOR ERROR;RIZKI;GANTI BEARING IMPRESSION ROLL;TIDAK;14
30/05/2025;FEEDER ELEKTRIK;"RIZKI
AGUS";PERBAIKAN WIRING FEEDER;TIDAK;33
28/02/2025;PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
AGUS
DEDI";PERBAIKAN WIRING FEEDER;TIDAK;20
13/12/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
AGUS";ADJUSTMENT PRINTING PRESSURE;TIDAK;6
06/02/2025;PREFEEDER FLEXO 4 ABNORMAL;BUDI;GANTI OIL GEAR BOX;TIDAK;9
24/07/2025;IMPRESSION FEED ROLL F4 ABNORMAL;BENJHONSON;PERBAIKAN PNEUMATIC FRAME LOCK;YA;23
24/09/2024;PREFEEDER FLEXO 4 ABNORMAL;SAMSUL;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;19
13/09/2024;PHOTOCELL SENSOR ERROR;RIZKI;ADJUSTMENT PRINTING PRESSURE;TIDAK;13
23/01/2025;FEEDER ELEKTRIK;"RIZKI
ACA
FIKRI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;14
01/09/2024;PREFEEDER FLEXO 4 ABNORMAL;"BUDI
RIZKI";ADJUSTMENT PRINTING PRESSURE;TIDAK;35
06/02/2025;FEEDER ELEKTRIK;"FIKRI
JOKO
RIZKI";ADJUSTMENT PRINTING PRESSURE;TIDAK;13
21/06/2025;PRINTING BOTAK;"RIZKI
ACA";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;19
13/12/2024;PRINTING BOTAK;JOKO;GANTI OIL GEAR BOX;YA;113
10/01/2025;PHOTOCELL SENSOR ERROR;INDARYONO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;6
04/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;DEDI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;5
11/12/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"DEDI
JOKO";GANTI BEARING IMPRESSION ROLL;TIDAK;37
07/04/2025;FEEDER ELEKTRIK;RIZKI;ADJUSTMENT PRINTING PRESSURE;YA;12
27/10/2024;GEAR BOX FEEDER PROBLEM;"AGUS
ALIF";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;16
23/08/2025;PRINTING BOTAK;ALIF;CLEANING & ADJUSTMENT PREFEEDER;YA;11
22/08/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"RIZKI
DEDI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;16
08/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;PEPEN;PERBAIKAN WIRING FEEDER;YA;72
25/04/2025;PRINTING BOTAK;"BENJHONSON
JOKO
ACA";CLEANING & ADJUSTMENT PREFEEDER;YA;38
08/02/2025;FEEDER ELEKTRIK;BUDI;PERBAIKAN WIRING FEEDER;TIDAK;40
19/06/2025;PHOTOCELL SENSOR ERROR;SAMSUL;ADJUSTMENT PRINTING PRESSURE;TIDAK;6
23/01/2025;PRINTING BOTAK;"JOKO
BENJHONSON
ACA";GANTI BEARING IMPRESSION ROLL;TIDAK;8
28/01/2025;GEAR BOX FEEDER PROBLEM;ACA;GANTI OIL GEAR BOX;TIDAK;5
08/10/2024;PHOTOCELL SENSOR ERROR;SAMSUL;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;10
19/06/2025;FEEDER ELEKTRIK;"BENJHONSON
SAMSUL";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;43
20/01/2025;FEEDER ELEKTRIK;"ACA
BENJHONSON";PERBAIKAN WIRING FEEDER;TIDAK;30
29/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;BUDI;GANTI OIL GEAR BOX;TIDAK;17
27/11/2024;PREFEEDER FLEXO 4 ABNORMAL;INDARYONO;PERBAIKAN WIRING FEEDER;TIDAK;20
15/05/2025;PRINTING BOTAK;SAMSUL;GANTI OIL GEAR BOX;TIDAK;12
06/09/2025;PREFEEDER FLEXO 4 ABNORMAL;"AGUS
BUDI";GANTI OIL GEAR BOX;TIDAK;24
26/06/2025;PHOTOCELL SENSOR ERROR;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;YA;37
24/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RIZKI
PEPEN";PERBAIKAN PNEUMATIC FRAME LOCK;YA;5
29/10/2024;PHOTOCELL SENSOR ERROR;"FIKRI
INDARYONO";ADJUSTMENT PRINTING PRESSURE;TIDAK;25
02/02/2025;PHOTOCELL SENSOR ERROR;"ALIF
BENJHONSON";GANTI BEARING IMPRESSION ROLL;TIDAK;42
09/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"FIKRI
SAMSUL";CLEANING & ADJUSTMENT PREFEEDER;YA;14
20/09/2024;PREFEEDER FLEXO 4 ABNORMAL;INDARYONO;GANTI BEARING IMPRESSION ROLL;TIDAK;35
18/06/2025;PRINTING BOTAK;JOKO;PERBAIKAN PNEUMATIC FRAME LOCK;YA;190
06/09/2025;FEEDER ELEKTRIK;SAMSUL;PERBAIKAN PNEUMATIC FRAME LOCK;YA;18
12/11/2024;GEAR BOX FEEDER PROBLEM;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;YA;27
14/12/2024;GEAR BOX FEEDER PROBLEM;"ALIF
JOKO";GANTI BEARING IMPRESSION ROLL;TIDAK;11
28/08/2025;FEEDER ELEKTRIK;"BENJHONSON
ALIF";PERBAIKAN WIRING FEEDER;TIDAK;23
19/07/2025;GEAR BOX FEEDER PROBLEM;"INDARYONO
BUDI";ADJUSTMENT PRINTING PRESSURE;YA;29
21/06/2025;FEEDER ELEKTRIK;MAULANA;GANTI BEARING IMPRESSION ROLL;TIDAK;23
10/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;ACA;GANTI OIL GEAR BOX;TIDAK;9
23/03/2025;PRINTING BOTAK;MAULANA;PERBAIKAN PNEUMATIC FRAME LOCK;YA;24
05/06/2025;FEEDER ELEKTRIK;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;64
03/12/2024;PREFEEDER FLEXO 4 ABNORMAL;"PEPEN
AGUS";GANTI OIL GEAR BOX;YA;29
18/09/2024;PHOTOCELL SENSOR ERROR;BENJHONSON;GANTI BEARING IMPRESSION ROLL;TIDAK;43
28/01/2025;PREFEEDER FLEXO 4 ABNORMAL;JOKO;CLEANING & ADJUSTMENT PREFEEDER;YA;17
10/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;AGUS;ADJUSTMENT PRINTING PRESSURE;TIDAK;36
01/04/2025;FEEDER ELEKTRIK;"DEDI
AGUS
FIKRI";ADJUSTMENT PRINTING PRESSURE;TIDAK;25
15/09/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"FIKRI
AGUS";GANTI BEARING IMPRESSION ROLL;YA;9
19/06/2025;PHOTOCELL SENSOR ERROR;JOKO;PERBAIKAN WIRING FEEDER;YA;26
18/11/2024;PHOTOCELL SENSOR ERROR;"MAULANA
AGUS
DEDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;9
25/01/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
BENJHONSON";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;12
16/12/2024;PHOTOCELL SENSOR ERROR;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;YA;23
02/06/2025;PHOTOCELL SENSOR ERROR;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;YA;25
14/06/2025;FEEDER ELEKTRIK;JOKO;ADJUSTMENT PRINTING PRESSURE;TIDAK;8
02/12/2024;PRINTING BOTAK;DEDI;CLEANING & ADJUSTMENT PREFEEDER;YA;46
12/12/2024;PREFEEDER FLEXO 4 ABNORMAL;"PEPEN
SAMSUL";CLEANING & ADJUSTMENT PREFEEDER;YA;32
09/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;ADJUSTMENT PRINTING PRESSURE;TIDAK;11
26/10/2024;PREFEEDER FLEXO 4 ABNORMAL;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;YA;6
22/12/2024;PREFEEDER FLEXO 4 ABNORMAL;JOKO;ADJUSTMENT PRINTING PRESSURE;TIDAK;18
05/10/2024;GEAR BOX FEEDER PROBLEM;"MAULANA
AGUS
JOKO";ADJUSTMENT PRINTING PRESSURE;TIDAK;14
06/09/2024;PRINTING BOTAK;"PEPEN
RIZKI";PERBAIKAN WIRING FEEDER;TIDAK;22
25/02/2025;PHOTOCELL SENSOR ERROR;BENJHONSON;GANTI OIL GEAR BOX;YA;15
